-1.469200000000000000e+04	-1.200100000000000000e+04
-1.469000000000000000e+04	-1.204400000000000000e+04
-1.468900000000000000e+04	-1.208900000000000000e+04
-1.468700000000000000e+04	-1.213200000000000000e+04
-1.468600000000000000e+04	-1.213900000000000000e+04
-1.468500000000000000e+04	-1.214900000000000000e+04
-1.468400000000000000e+04	-1.218400000000000000e+04
-1.468300000000000000e+04	-1.220200000000000000e+04
-1.468100000000000000e+04	-1.225700000000000000e+04
-1.467900000000000000e+04	-1.227600000000000000e+04
-1.467800000000000000e+04	-1.228000000000000000e+04
-1.467700000000000000e+04	-1.232300000000000000e+04
-1.467600000000000000e+04	-1.232600000000000000e+04
-1.467500000000000000e+04	-1.232900000000000000e+04
-1.467400000000000000e+04	-1.234300000000000000e+04
-1.467300000000000000e+04	-1.236300000000000000e+04
-1.467200000000000000e+04	-1.237500000000000000e+04
-1.466900000000000000e+04	-1.240200000000000000e+04
-1.466700000000000000e+04	-1.240600000000000000e+04
-1.466600000000000000e+04	-1.240900000000000000e+04
-1.466500000000000000e+04	-1.242800000000000000e+04
-1.466400000000000000e+04	-1.246100000000000000e+04
-1.466200000000000000e+04	-1.248000000000000000e+04
-1.466000000000000000e+04	-1.250600000000000000e+04
-1.465800000000000000e+04	-1.250800000000000000e+04
-1.465600000000000000e+04	-1.252400000000000000e+04
-1.465500000000000000e+04	-1.253200000000000000e+04
-1.465400000000000000e+04	-1.253600000000000000e+04
-1.465300000000000000e+04	-1.254100000000000000e+04
-1.465200000000000000e+04	-1.255300000000000000e+04
-1.465000000000000000e+04	-1.256900000000000000e+04
-1.464800000000000000e+04	-1.257600000000000000e+04
-1.464700000000000000e+04	-1.259000000000000000e+04
-1.464600000000000000e+04	-1.260800000000000000e+04
-1.464400000000000000e+04	-1.261900000000000000e+04
-1.464300000000000000e+04	-1.263100000000000000e+04
-1.464000000000000000e+04	-1.264500000000000000e+04
-1.463800000000000000e+04	-1.267200000000000000e+04
-1.463700000000000000e+04	-1.268300000000000000e+04
-1.463300000000000000e+04	-1.269600000000000000e+04
-1.463000000000000000e+04	-1.270200000000000000e+04
-1.462900000000000000e+04	-1.271500000000000000e+04
-1.462600000000000000e+04	-1.273800000000000000e+04
-1.462300000000000000e+04	-1.273900000000000000e+04
-1.462200000000000000e+04	-1.274200000000000000e+04
-1.462100000000000000e+04	-1.275900000000000000e+04
-1.461900000000000000e+04	-1.276100000000000000e+04
-1.461800000000000000e+04	-1.277600000000000000e+04
-1.461500000000000000e+04	-1.278400000000000000e+04
-1.461400000000000000e+04	-1.279800000000000000e+04
-1.461300000000000000e+04	-1.280300000000000000e+04
-1.461200000000000000e+04	-1.280400000000000000e+04
-1.461100000000000000e+04	-1.281100000000000000e+04
-1.461000000000000000e+04	-1.281800000000000000e+04
-1.460900000000000000e+04	-1.282700000000000000e+04
-1.460800000000000000e+04	-1.284200000000000000e+04
-1.460400000000000000e+04	-1.284300000000000000e+04
-1.460300000000000000e+04	-1.284400000000000000e+04
-1.460200000000000000e+04	-1.285400000000000000e+04
-1.460100000000000000e+04	-1.285500000000000000e+04
-1.460000000000000000e+04	-1.285900000000000000e+04
-1.459900000000000000e+04	-1.287600000000000000e+04
-1.459800000000000000e+04	-1.287800000000000000e+04
-1.459600000000000000e+04	-1.289500000000000000e+04
-1.459300000000000000e+04	-1.289600000000000000e+04
-1.459200000000000000e+04	-1.289900000000000000e+04
-1.459100000000000000e+04	-1.291000000000000000e+04
-1.459000000000000000e+04	-1.291400000000000000e+04
-1.458800000000000000e+04	-1.292200000000000000e+04
-1.458700000000000000e+04	-1.293000000000000000e+04
-1.458500000000000000e+04	-1.293600000000000000e+04
-1.458400000000000000e+04	-1.294000000000000000e+04
-1.458200000000000000e+04	-1.295300000000000000e+04
-1.458000000000000000e+04	-1.295800000000000000e+04
-1.457900000000000000e+04	-1.296900000000000000e+04
-1.457600000000000000e+04	-1.297400000000000000e+04
-1.457500000000000000e+04	-1.298200000000000000e+04
-1.457400000000000000e+04	-1.298600000000000000e+04
-1.457300000000000000e+04	-1.299300000000000000e+04
-1.457100000000000000e+04	-1.300500000000000000e+04
-1.456900000000000000e+04	-1.300800000000000000e+04
-1.456800000000000000e+04	-1.302000000000000000e+04
-1.456600000000000000e+04	-1.302700000000000000e+04
-1.456300000000000000e+04	-1.303500000000000000e+04
-1.456200000000000000e+04	-1.304100000000000000e+04
-1.456100000000000000e+04	-1.304400000000000000e+04
-1.456000000000000000e+04	-1.304900000000000000e+04
-1.455800000000000000e+04	-1.305900000000000000e+04
-1.455600000000000000e+04	-1.306300000000000000e+04
-1.455500000000000000e+04	-1.306500000000000000e+04
-1.455400000000000000e+04	-1.307500000000000000e+04
-1.455200000000000000e+04	-1.310300000000000000e+04
-1.454800000000000000e+04	-1.311300000000000000e+04
-1.454500000000000000e+04	-1.311400000000000000e+04
-1.454400000000000000e+04	-1.311800000000000000e+04
-1.454300000000000000e+04	-1.312200000000000000e+04
-1.454200000000000000e+04	-1.312400000000000000e+04
-1.454000000000000000e+04	-1.313200000000000000e+04
-1.453800000000000000e+04	-1.313500000000000000e+04
-1.453700000000000000e+04	-1.314300000000000000e+04
-1.453600000000000000e+04	-1.314400000000000000e+04
-1.453500000000000000e+04	-1.316000000000000000e+04
-1.453400000000000000e+04	-1.316400000000000000e+04
-1.453000000000000000e+04	-1.317700000000000000e+04
-1.452600000000000000e+04	-1.318200000000000000e+04
-1.452400000000000000e+04	-1.319100000000000000e+04
-1.452200000000000000e+04	-1.322000000000000000e+04
-1.451600000000000000e+04	-1.322400000000000000e+04
-1.451500000000000000e+04	-1.323400000000000000e+04
-1.451000000000000000e+04	-1.324000000000000000e+04
-1.450900000000000000e+04	-1.324200000000000000e+04
-1.450700000000000000e+04	-1.324400000000000000e+04
-1.450600000000000000e+04	-1.325600000000000000e+04
-1.450400000000000000e+04	-1.326000000000000000e+04
-1.450300000000000000e+04	-1.326900000000000000e+04
-1.450000000000000000e+04	-1.327100000000000000e+04
-1.449900000000000000e+04	-1.327400000000000000e+04
-1.449800000000000000e+04	-1.327800000000000000e+04
-1.449700000000000000e+04	-1.328500000000000000e+04
-1.449600000000000000e+04	-1.330000000000000000e+04
-1.449200000000000000e+04	-1.330700000000000000e+04
-1.449000000000000000e+04	-1.330900000000000000e+04
-1.448900000000000000e+04	-1.331800000000000000e+04
-1.448600000000000000e+04	-1.331900000000000000e+04
-1.448400000000000000e+04	-1.332400000000000000e+04
-1.448200000000000000e+04	-1.333000000000000000e+04
-1.448000000000000000e+04	-1.333400000000000000e+04
-1.447900000000000000e+04	-1.334700000000000000e+04
-1.447600000000000000e+04	-1.334800000000000000e+04
-1.447500000000000000e+04	-1.334900000000000000e+04
-1.447300000000000000e+04	-1.335300000000000000e+04
-1.447200000000000000e+04	-1.335700000000000000e+04
-1.447100000000000000e+04	-1.336000000000000000e+04
-1.447000000000000000e+04	-1.336900000000000000e+04
-1.446900000000000000e+04	-1.337500000000000000e+04
-1.446600000000000000e+04	-1.337600000000000000e+04
-1.446500000000000000e+04	-1.337900000000000000e+04
-1.446400000000000000e+04	-1.339100000000000000e+04
-1.446000000000000000e+04	-1.339400000000000000e+04
-1.445900000000000000e+04	-1.340400000000000000e+04
-1.445800000000000000e+04	-1.341500000000000000e+04
-1.445300000000000000e+04	-1.341700000000000000e+04
-1.445200000000000000e+04	-1.341900000000000000e+04
-1.445100000000000000e+04	-1.342100000000000000e+04
-1.444900000000000000e+04	-1.342200000000000000e+04
-1.444800000000000000e+04	-1.342900000000000000e+04
-1.444500000000000000e+04	-1.343700000000000000e+04
-1.444400000000000000e+04	-1.344000000000000000e+04
-1.444300000000000000e+04	-1.344500000000000000e+04
-1.444100000000000000e+04	-1.345300000000000000e+04
-1.443800000000000000e+04	-1.345400000000000000e+04
-1.443700000000000000e+04	-1.346800000000000000e+04
-1.443300000000000000e+04	-1.347000000000000000e+04
-1.443100000000000000e+04	-1.347700000000000000e+04
-1.442800000000000000e+04	-1.348500000000000000e+04
-1.442700000000000000e+04	-1.348600000000000000e+04
-1.442500000000000000e+04	-1.349900000000000000e+04
-1.442000000000000000e+04	-1.350000000000000000e+04
-1.441900000000000000e+04	-1.351000000000000000e+04
-1.441700000000000000e+04	-1.351100000000000000e+04
-1.441500000000000000e+04	-1.351500000000000000e+04
-1.441400000000000000e+04	-1.351900000000000000e+04
-1.441200000000000000e+04	-1.352000000000000000e+04
-1.441000000000000000e+04	-1.352300000000000000e+04
-1.440900000000000000e+04	-1.352500000000000000e+04
-1.440800000000000000e+04	-1.353400000000000000e+04
-1.440700000000000000e+04	-1.353900000000000000e+04
-1.440500000000000000e+04	-1.354100000000000000e+04
-1.440400000000000000e+04	-1.354500000000000000e+04
-1.440200000000000000e+04	-1.354600000000000000e+04
-1.440100000000000000e+04	-1.355400000000000000e+04
-1.439800000000000000e+04	-1.355500000000000000e+04
-1.439700000000000000e+04	-1.355900000000000000e+04
-1.439600000000000000e+04	-1.356500000000000000e+04
-1.439200000000000000e+04	-1.356900000000000000e+04
-1.439100000000000000e+04	-1.357100000000000000e+04
-1.439000000000000000e+04	-1.357500000000000000e+04
-1.438700000000000000e+04	-1.357900000000000000e+04
-1.438600000000000000e+04	-1.358400000000000000e+04
-1.438500000000000000e+04	-1.359200000000000000e+04
-1.438100000000000000e+04	-1.360500000000000000e+04
-1.437500000000000000e+04	-1.360600000000000000e+04
-1.437400000000000000e+04	-1.361200000000000000e+04
-1.437200000000000000e+04	-1.361500000000000000e+04
-1.437100000000000000e+04	-1.362000000000000000e+04
-1.436900000000000000e+04	-1.362700000000000000e+04
-1.436700000000000000e+04	-1.363600000000000000e+04
-1.436300000000000000e+04	-1.364000000000000000e+04
-1.436000000000000000e+04	-1.364100000000000000e+04
-1.435900000000000000e+04	-1.364700000000000000e+04
-1.435700000000000000e+04	-1.364800000000000000e+04
-1.435600000000000000e+04	-1.365000000000000000e+04
-1.435400000000000000e+04	-1.365800000000000000e+04
-1.435100000000000000e+04	-1.365900000000000000e+04
-1.435000000000000000e+04	-1.366200000000000000e+04
-1.434900000000000000e+04	-1.366400000000000000e+04
-1.434800000000000000e+04	-1.367000000000000000e+04
-1.434600000000000000e+04	-1.367700000000000000e+04
-1.434300000000000000e+04	-1.368200000000000000e+04
-1.434000000000000000e+04	-1.368400000000000000e+04
-1.433900000000000000e+04	-1.368500000000000000e+04
-1.433800000000000000e+04	-1.369100000000000000e+04
-1.433700000000000000e+04	-1.369300000000000000e+04
-1.433600000000000000e+04	-1.369400000000000000e+04
-1.433500000000000000e+04	-1.369800000000000000e+04
-1.433300000000000000e+04	-1.370000000000000000e+04
-1.433200000000000000e+04	-1.370100000000000000e+04
-1.433100000000000000e+04	-1.370500000000000000e+04
